comparison_id,task,item,value
cmp_02682,reasoning,Orion,1
cmp_02682,reasoning,Nova,0
cmp_04824,safety,Pulse,1
cmp_04824,safety,Zenith,0
cmp_01676,math,Orion,1
cmp_01676,math,Nimbus,0
cmp_02346,math,Pulse,1
cmp_02346,math,Zenith,0
cmp_00246,coding,Orion,0
cmp_00246,coding,Pulse,1
cmp_01966,math,Astra,1
cmp_01966,math,Nimbus,0
cmp_00154,coding,Orion,1
cmp_00154,coding,Nova,0
cmp_02611,reasoning,Orion,1
cmp_02611,reasoning,Nova,0
cmp_00358,coding,Orion,0
cmp_00358,coding,Nimbus,1
cmp_01464,math,Orion,1
cmp_01464,math,Pulse,0
cmp_03585,reasoning,Pulse,1
cmp_03585,reasoning,Zenith,0
cmp_01349,math,Orion,1
cmp_01349,math,Nova,0
cmp_03709,reasoning,Zenith,0
cmp_03709,reasoning,Nimbus,1
cmp_01468,math,Orion,1
cmp_01468,math,Pulse,0
cmp_03738,reasoning,Zenith,1
cmp_03738,reasoning,Nimbus,0
cmp_01858,math,Astra,1
cmp_01858,math,Zenith,0
cmp_02893,reasoning,Orion,0
cmp_02893,reasoning,Nimbus,1
cmp_00775,coding,Nova,1
cmp_00775,coding,Pulse,0
cmp_03170,reasoning,Astra,1
cmp_03170,reasoning,Zenith,0
cmp_04557,safety,Nova,1
cmp_04557,safety,Pulse,0
cmp_00027,coding,Orion,1
cmp_00027,coding,Astra,0
cmp_03424,reasoning,Nova,1
cmp_03424,reasoning,Zenith,0
cmp_04693,safety,Nova,1
cmp_04693,safety,Zenith,0
cmp_02641,reasoning,Orion,1
cmp_02641,reasoning,Nova,0
cmp_02403,math,Pulse,1
cmp_02403,math,Nimbus,0
cmp_03342,reasoning,Nova,1
cmp_03342,reasoning,Pulse,0
cmp_04391,safety,Astra,1
cmp_04391,safety,Zenith,0
cmp_02242,math,Nova,0
cmp_02242,math,Nimbus,1
cmp_03642,reasoning,Pulse,1
cmp_03642,reasoning,Nimbus,0
cmp_00835,coding,Nova,1
cmp_00835,coding,Pulse,0
cmp_03735,reasoning,Zenith,1
cmp_03735,reasoning,Nimbus,0
cmp_01822,math,Astra,1
cmp_01822,math,Pulse,0
cmp_04054,safety,Orion,1
cmp_04054,safety,Zenith,0
cmp_01257,coding,Zenith,1
cmp_01257,coding,Nimbus,0
cmp_00497,coding,Astra,1
cmp_00497,coding,Nova,0
cmp_04664,safety,Nova,1
cmp_04664,safety,Zenith,0
cmp_00710,coding,Astra,0
cmp_00710,coding,Nimbus,1
cmp_03588,reasoning,Pulse,1
cmp_03588,reasoning,Zenith,0
cmp_01180,coding,Zenith,1
cmp_01180,coding,Nimbus,0
cmp_02206,math,Nova,1
cmp_02206,math,Nimbus,0
cmp_01412,math,Orion,1
cmp_01412,math,Nova,0
cmp_01239,coding,Zenith,0
cmp_01239,coding,Nimbus,1
cmp_02940,reasoning,Orion,0
cmp_02940,reasoning,Nimbus,1
cmp_02760,reasoning,Orion,1
cmp_02760,reasoning,Pulse,0
cmp_01685,math,Astra,0
cmp_01685,math,Nova,1
cmp_04757,safety,Nova,1
cmp_04757,safety,Nimbus,0
cmp_00199,coding,Orion,1
cmp_00199,coding,Pulse,0
cmp_03314,reasoning,Nova,1
cmp_03314,reasoning,Pulse,0
cmp_00440,coding,Astra,0
cmp_00440,coding,Nova,1
cmp_02843,reasoning,Orion,1
cmp_02843,reasoning,Zenith,0
cmp_00872,coding,Nova,0
cmp_00872,coding,Zenith,1
cmp_02141,math,Nova,1
cmp_02141,math,Zenith,0
cmp_03396,reasoning,Nova,0
cmp_03396,reasoning,Zenith,1
cmp_03252,reasoning,Astra,1
cmp_03252,reasoning,Nimbus,0
cmp_01937,math,Astra,1
cmp_01937,math,Nimbus,0
cmp_04874,safety,Pulse,0
cmp_04874,safety,Nimbus,1
cmp_00245,coding,Orion,1
cmp_00245,coding,Pulse,0
cmp_03326,reasoning,Nova,1
cmp_03326,reasoning,Pulse,0
cmp_02182,math,Nova,1
cmp_02182,math,Zenith,0
cmp_03120,reasoning,Astra,1
cmp_03120,reasoning,Zenith,0
cmp_00087,coding,Orion,1
cmp_00087,coding,Nova,0
cmp_03054,reasoning,Astra,1
cmp_03054,reasoning,Pulse,0
cmp_03094,reasoning,Astra,0
cmp_03094,reasoning,Pulse,1
cmp_04731,safety,Nova,1
cmp_04731,safety,Nimbus,0
cmp_04294,safety,Astra,1
cmp_04294,safety,Pulse,0
cmp_01738,math,Astra,1
cmp_01738,math,Nova,0
cmp_00624,coding,Astra,1
cmp_00624,coding,Zenith,0
cmp_00952,coding,Nova,1
cmp_00952,coding,Nimbus,0
cmp_03784,safety,Orion,1
cmp_03784,safety,Astra,0
cmp_04813,safety,Pulse,1
cmp_04813,safety,Zenith,0
cmp_02128,math,Nova,0
cmp_02128,math,Zenith,1
cmp_03754,reasoning,Zenith,1
cmp_03754,reasoning,Nimbus,0
cmp_02393,math,Pulse,1
cmp_02393,math,Nimbus,0
cmp_04303,safety,Astra,0
cmp_04303,safety,Pulse,1
cmp_01851,math,Astra,1
cmp_01851,math,Zenith,0
cmp_04084,safety,Orion,0
cmp_04084,safety,Zenith,1
cmp_04464,safety,Astra,1
cmp_04464,safety,Nimbus,0
cmp_00524,coding,Astra,0
cmp_00524,coding,Pulse,1
cmp_01679,math,Orion,0
cmp_01679,math,Nimbus,1
cmp_01325,math,Orion,0
cmp_01325,math,Astra,1
cmp_03994,safety,Orion,1
cmp_03994,safety,Pulse,0
cmp_04069,safety,Orion,1
cmp_04069,safety,Zenith,0
cmp_04011,safety,Orion,1
cmp_04011,safety,Pulse,0
cmp_02520,math,Zenith,0
cmp_02520,math,Nimbus,1
cmp_02902,reasoning,Orion,0
cmp_02902,reasoning,Nimbus,1
cmp_04561,safety,Nova,0
cmp_04561,safety,Pulse,1
cmp_03071,reasoning,Astra,0
cmp_03071,reasoning,Pulse,1
cmp_02671,reasoning,Orion,1
cmp_02671,reasoning,Nova,0
cmp_02899,reasoning,Orion,1
cmp_02899,reasoning,Nimbus,0
cmp_03544,reasoning,Pulse,0
cmp_03544,reasoning,Zenith,1
cmp_03162,reasoning,Astra,1
cmp_03162,reasoning,Zenith,0
cmp_02414,math,Pulse,1
cmp_02414,math,Nimbus,0
cmp_02705,reasoning,Orion,0
cmp_02705,reasoning,Pulse,1
cmp_02285,math,Pulse,0
cmp_02285,math,Zenith,1
cmp_02774,reasoning,Orion,0
cmp_02774,reasoning,Zenith,1
cmp_03667,reasoning,Pulse,0
cmp_03667,reasoning,Nimbus,1
cmp_02256,math,Nova,0
cmp_02256,math,Nimbus,1
cmp_03542,reasoning,Pulse,1
cmp_03542,reasoning,Zenith,0
cmp_03304,reasoning,Nova,0
cmp_03304,reasoning,Pulse,1
cmp_03490,reasoning,Nova,1
cmp_03490,reasoning,Nimbus,0
cmp_01379,math,Orion,1
cmp_01379,math,Nova,0
cmp_04019,safety,Orion,1
cmp_04019,safety,Pulse,0
cmp_02983,reasoning,Astra,1
cmp_02983,reasoning,Nova,0
cmp_02840,reasoning,Orion,0
cmp_02840,reasoning,Zenith,1
cmp_04606,safety,Nova,1
cmp_04606,safety,Pulse,0
cmp_02992,reasoning,Astra,1
cmp_02992,reasoning,Nova,0
cmp_03091,reasoning,Astra,1
cmp_03091,reasoning,Pulse,0
cmp_02010,math,Astra,1
cmp_02010,math,Nimbus,0
cmp_02710,reasoning,Orion,0
cmp_02710,reasoning,Pulse,1
cmp_03254,reasoning,Astra,0
cmp_03254,reasoning,Nimbus,1
cmp_01054,coding,Pulse,1
cmp_01054,coding,Zenith,0
cmp_01070,coding,Pulse,1
cmp_01070,coding,Zenith,0
cmp_04820,safety,Pulse,0
cmp_04820,safety,Zenith,1
cmp_04477,safety,Astra,1
cmp_04477,safety,Nimbus,0
cmp_03526,reasoning,Nova,1
cmp_03526,reasoning,Nimbus,0
cmp_01857,math,Astra,1
cmp_01857,math,Zenith,0
cmp_01696,math,Astra,0
cmp_01696,math,Nova,1
cmp_00758,coding,Nova,0
cmp_00758,coding,Pulse,1
cmp_03275,reasoning,Astra,0
cmp_03275,reasoning,Nimbus,1
cmp_04089,safety,Orion,1
cmp_04089,safety,Zenith,0
cmp_03580,reasoning,Pulse,1
cmp_03580,reasoning,Zenith,0
cmp_00867,coding,Nova,1
cmp_00867,coding,Zenith,0
cmp_03523,reasoning,Nova,1
cmp_03523,reasoning,Nimbus,0
cmp_04834,safety,Pulse,0
cmp_04834,safety,Zenith,1
cmp_02656,reasoning,Orion,1
cmp_02656,reasoning,Nova,0
cmp_00361,coding,Orion,1
cmp_00361,coding,Nimbus,0
cmp_01952,math,Astra,1
cmp_01952,math,Nimbus,0
cmp_04411,safety,Astra,1
cmp_04411,safety,Zenith,0
cmp_02489,math,Zenith,1
cmp_02489,math,Nimbus,0
cmp_01178,coding,Zenith,1
cmp_01178,coding,Nimbus,0
cmp_01900,math,Astra,1
cmp_01900,math,Zenith,0
cmp_00350,coding,Orion,1
cmp_00350,coding,Nimbus,0
cmp_02239,math,Nova,1
cmp_02239,math,Nimbus,0
cmp_00054,coding,Orion,1
cmp_00054,coding,Astra,0
cmp_04918,safety,Pulse,0
cmp_04918,safety,Nimbus,1
cmp_02461,math,Zenith,0
cmp_02461,math,Nimbus,1
cmp_02233,math,Nova,1
cmp_02233,math,Nimbus,0
cmp_04778,safety,Nova,1
cmp_04778,safety,Nimbus,0
cmp_01354,math,Orion,1
cmp_01354,math,Nova,0
cmp_04590,safety,Nova,1
cmp_04590,safety,Pulse,0
cmp_01694,math,Astra,0
cmp_01694,math,Nova,1
cmp_00871,coding,Nova,0
cmp_00871,coding,Zenith,1
cmp_00993,coding,Nova,0
cmp_00993,coding,Nimbus,1
cmp_04565,safety,Nova,0
cmp_04565,safety,Pulse,1
cmp_02251,math,Nova,0
cmp_02251,math,Nimbus,1
cmp_00843,coding,Nova,1
cmp_00843,coding,Zenith,0
cmp_01249,coding,Zenith,0
cmp_01249,coding,Nimbus,1
cmp_02383,math,Pulse,0
cmp_02383,math,Nimbus,1
cmp_03033,reasoning,Astra,1
cmp_03033,reasoning,Pulse,0
cmp_00583,coding,Astra,1
cmp_00583,coding,Pulse,0
cmp_04107,safety,Orion,0
cmp_04107,safety,Zenith,1
cmp_04987,safety,Zenith,0
cmp_04987,safety,Nimbus,1
cmp_03009,reasoning,Astra,0
cmp_03009,reasoning,Nova,1
cmp_01809,math,Astra,1
cmp_01809,math,Pulse,0
cmp_04907,safety,Pulse,0
cmp_04907,safety,Nimbus,1
cmp_01847,math,Astra,1
cmp_01847,math,Pulse,0
cmp_00690,coding,Astra,1
cmp_00690,coding,Nimbus,0
cmp_01467,math,Orion,1
cmp_01467,math,Pulse,0
cmp_00449,coding,Astra,0
cmp_00449,coding,Nova,1
cmp_01118,coding,Pulse,0
cmp_01118,coding,Nimbus,1
cmp_01999,math,Astra,1
cmp_01999,math,Nimbus,0
cmp_02873,reasoning,Orion,0
cmp_02873,reasoning,Nimbus,1
cmp_03130,reasoning,Astra,1
cmp_03130,reasoning,Zenith,0
cmp_03292,reasoning,Nova,0
cmp_03292,reasoning,Pulse,1
cmp_05001,safety,Zenith,1
cmp_05001,safety,Nimbus,0
cmp_00474,coding,Astra,0
cmp_00474,coding,Nova,1
cmp_04920,safety,Pulse,1
cmp_04920,safety,Nimbus,0
cmp_04749,safety,Nova,1
cmp_04749,safety,Nimbus,0
cmp_01572,math,Orion,1
cmp_01572,math,Zenith,0
cmp_03010,reasoning,Astra,1
cmp_03010,reasoning,Nova,0
cmp_02118,math,Nova,1
cmp_02118,math,Zenith,0
cmp_00415,coding,Orion,0
cmp_00415,coding,Nimbus,1
cmp_02904,reasoning,Orion,1
cmp_02904,reasoning,Nimbus,0
cmp_01117,coding,Pulse,0
cmp_01117,coding,Nimbus,1
cmp_02687,reasoning,Orion,0
cmp_02687,reasoning,Nova,1
cmp_02607,reasoning,Orion,1
cmp_02607,reasoning,Nova,0
cmp_03817,safety,Orion,1
cmp_03817,safety,Astra,0
cmp_01012,coding,Pulse,1
cmp_01012,coding,Zenith,0
cmp_02532,reasoning,Orion,0
cmp_02532,reasoning,Astra,1
cmp_03611,reasoning,Pulse,1
cmp_03611,reasoning,Zenith,0
cmp_02022,math,Nova,0
cmp_02022,math,Pulse,1
cmp_04132,safety,Orion,1
cmp_04132,safety,Nimbus,0
cmp_04536,safety,Astra,0
cmp_04536,safety,Nimbus,1
cmp_02235,math,Nova,1
cmp_02235,math,Nimbus,0
cmp_02986,reasoning,Astra,1
cmp_02986,reasoning,Nova,0
cmp_04116,safety,Orion,0
cmp_04116,safety,Zenith,1
cmp_02026,math,Nova,0
cmp_02026,math,Pulse,1
cmp_04927,safety,Pulse,0
cmp_04927,safety,Nimbus,1
cmp_03469,reasoning,Nova,0
cmp_03469,reasoning,Nimbus,1
cmp_00397,coding,Orion,0
cmp_00397,coding,Nimbus,1
cmp_02443,math,Zenith,0
cmp_02443,math,Nimbus,1
cmp_00282,coding,Orion,1
cmp_00282,coding,Zenith,0
cmp_01577,math,Orion,1
cmp_01577,math,Zenith,0
cmp_04201,safety,Astra,0
cmp_04201,safety,Nova,1
cmp_04061,safety,Orion,1
cmp_04061,safety,Zenith,0
cmp_00152,coding,Orion,1
cmp_00152,coding,Nova,0
cmp_00366,coding,Orion,1
cmp_00366,coding,Nimbus,0
cmp_02639,reasoning,Orion,1
cmp_02639,reasoning,Nova,0
cmp_00281,coding,Orion,1
cmp_00281,coding,Zenith,0
cmp_04186,safety,Orion,1
cmp_04186,safety,Nimbus,0
cmp_00760,coding,Nova,1
cmp_00760,coding,Pulse,0
cmp_01611,math,Orion,1
cmp_01611,math,Nimbus,0
cmp_04254,safety,Astra,0
cmp_04254,safety,Nova,1
cmp_02006,math,Astra,1
cmp_02006,math,Nimbus,0
cmp_04152,safety,Orion,1
cmp_04152,safety,Nimbus,0
cmp_04053,safety,Orion,0
cmp_04053,safety,Zenith,1
cmp_04739,safety,Nova,1
cmp_04739,safety,Nimbus,0
cmp_04997,safety,Zenith,1
cmp_04997,safety,Nimbus,0
cmp_00239,coding,Orion,1
cmp_00239,coding,Pulse,0
cmp_03089,reasoning,Astra,1
cmp_03089,reasoning,Pulse,0
cmp_00515,coding,Astra,1
cmp_00515,coding,Pulse,0
cmp_03928,safety,Orion,1
cmp_03928,safety,Nova,0
cmp_04288,safety,Astra,1
cmp_04288,safety,Pulse,0
cmp_01203,coding,Zenith,1
cmp_01203,coding,Nimbus,0
cmp_02718,reasoning,Orion,1
cmp_02718,reasoning,Pulse,0
cmp_04380,safety,Astra,1
cmp_04380,safety,Zenith,0
cmp_03846,safety,Orion,1
cmp_03846,safety,Astra,0
cmp_00641,coding,Astra,1
cmp_00641,coding,Zenith,0
cmp_01802,math,Astra,1
cmp_01802,math,Pulse,0
cmp_03687,reasoning,Pulse,0
cmp_03687,reasoning,Nimbus,1
cmp_04926,safety,Pulse,1
cmp_04926,safety,Nimbus,0
cmp_04316,safety,Astra,1
cmp_04316,safety,Pulse,0
cmp_01793,math,Astra,1
cmp_01793,math,Pulse,0
cmp_00443,coding,Astra,0
cmp_00443,coding,Nova,1
cmp_00648,coding,Astra,0
cmp_00648,coding,Zenith,1
cmp_04801,safety,Pulse,1
cmp_04801,safety,Zenith,0
cmp_00732,coding,Astra,0
cmp_00732,coding,Nimbus,1
cmp_04886,safety,Pulse,1
cmp_04886,safety,Nimbus,0
cmp_03328,reasoning,Nova,0
cmp_03328,reasoning,Pulse,1
cmp_02720,reasoning,Orion,1
cmp_02720,reasoning,Pulse,0
cmp_02092,math,Nova,0
cmp_02092,math,Pulse,1
cmp_03219,reasoning,Astra,1
cmp_03219,reasoning,Nimbus,0
cmp_05027,safety,Zenith,1
cmp_05027,safety,Nimbus,0
cmp_03198,reasoning,Astra,1
cmp_03198,reasoning,Nimbus,0
cmp_02388,math,Pulse,1
cmp_02388,math,Nimbus,0
cmp_04885,safety,Pulse,1
cmp_04885,safety,Nimbus,0
cmp_04036,safety,Orion,1
cmp_04036,safety,Zenith,0
cmp_05028,safety,Zenith,1
cmp_05028,safety,Nimbus,0
cmp_00431,coding,Astra,0
cmp_00431,coding,Nova,1
cmp_04301,safety,Astra,0
cmp_04301,safety,Pulse,1
cmp_04337,safety,Astra,1
cmp_04337,safety,Pulse,0
cmp_02045,math,Nova,0
cmp_02045,math,Pulse,1
cmp_03571,reasoning,Pulse,1
cmp_03571,reasoning,Zenith,0
cmp_03379,reasoning,Nova,1
cmp_03379,reasoning,Zenith,0
cmp_00776,coding,Nova,0
cmp_00776,coding,Pulse,1
cmp_02426,math,Pulse,1
cmp_02426,math,Nimbus,0
cmp_00637,coding,Astra,0
cmp_00637,coding,Zenith,1
cmp_02444,math,Zenith,0
cmp_02444,math,Nimbus,1
cmp_03030,reasoning,Astra,1
cmp_03030,reasoning,Pulse,0
cmp_01768,math,Astra,0
cmp_01768,math,Pulse,1
cmp_01387,math,Orion,1
cmp_01387,math,Nova,0
cmp_02312,math,Pulse,1
cmp_02312,math,Zenith,0
cmp_00105,coding,Orion,1
cmp_00105,coding,Nova,0
cmp_01503,math,Orion,0
cmp_01503,math,Pulse,1
cmp_04853,safety,Pulse,0
cmp_04853,safety,Zenith,1
cmp_04673,safety,Nova,1
cmp_04673,safety,Zenith,0
cmp_01316,math,Orion,1
cmp_01316,math,Astra,0
cmp_04157,safety,Orion,1
cmp_04157,safety,Nimbus,0
cmp_03921,safety,Orion,1
cmp_03921,safety,Nova,0
cmp_02835,reasoning,Orion,0
cmp_02835,reasoning,Zenith,1
cmp_01435,math,Orion,1
cmp_01435,math,Pulse,0
cmp_01112,coding,Pulse,0
cmp_01112,coding,Nimbus,1
cmp_04816,safety,Pulse,1
cmp_04816,safety,Zenith,0
cmp_00187,coding,Orion,1
cmp_00187,coding,Pulse,0
cmp_02120,math,Nova,0
cmp_02120,math,Zenith,1
cmp_01333,math,Orion,1
cmp_01333,math,Astra,0
cmp_04344,safety,Astra,1
cmp_04344,safety,Pulse,0
cmp_00110,coding,Orion,0
cmp_00110,coding,Nova,1
cmp_02514,math,Zenith,1
cmp_02514,math,Nimbus,0
cmp_04643,safety,Nova,1
cmp_04643,safety,Zenith,0
cmp_04030,safety,Orion,1
cmp_04030,safety,Pulse,0
cmp_02847,reasoning,Orion,1
cmp_02847,reasoning,Zenith,0
cmp_04080,safety,Orion,1
cmp_04080,safety,Zenith,0
cmp_02224,math,Nova,1
cmp_02224,math,Nimbus,0
cmp_02220,math,Nova,1
cmp_02220,math,Nimbus,0
cmp_00098,coding,Orion,1
cmp_00098,coding,Nova,0
cmp_04698,safety,Nova,0
cmp_04698,safety,Zenith,1
cmp_02481,math,Zenith,0
cmp_02481,math,Nimbus,1
cmp_01657,math,Orion,1
cmp_01657,math,Nimbus,0
cmp_03411,reasoning,Nova,1
cmp_03411,reasoning,Zenith,0
cmp_01827,math,Astra,1
cmp_01827,math,Pulse,0
cmp_04077,safety,Orion,1
cmp_04077,safety,Zenith,0
cmp_02621,reasoning,Orion,1
cmp_02621,reasoning,Nova,0
cmp_01429,math,Orion,1
cmp_01429,math,Pulse,0
cmp_04029,safety,Orion,1
cmp_04029,safety,Pulse,0
cmp_01234,coding,Zenith,0
cmp_01234,coding,Nimbus,1
cmp_03584,reasoning,Pulse,0
cmp_03584,reasoning,Zenith,1
cmp_02738,reasoning,Orion,1
cmp_02738,reasoning,Pulse,0
cmp_01595,math,Orion,1
cmp_01595,math,Zenith,0
cmp_04126,safety,Orion,0
cmp_04126,safety,Nimbus,1
cmp_04289,safety,Astra,1
cmp_04289,safety,Pulse,0
cmp_03362,reasoning,Nova,1
cmp_03362,reasoning,Zenith,0
cmp_03404,reasoning,Nova,0
cmp_03404,reasoning,Zenith,1
cmp_03775,reasoning,Zenith,0
cmp_03775,reasoning,Nimbus,1
cmp_01414,math,Orion,1
cmp_01414,math,Nova,0
cmp_01126,coding,Pulse,0
cmp_01126,coding,Nimbus,1
cmp_04417,safety,Astra,0
cmp_04417,safety,Zenith,1
cmp_02351,math,Pulse,1
cmp_02351,math,Zenith,0
cmp_04272,safety,Astra,1
cmp_04272,safety,Nova,0
cmp_03291,reasoning,Nova,0
cmp_03291,reasoning,Pulse,1
cmp_02065,math,Nova,1
cmp_02065,math,Pulse,0
cmp_01403,math,Orion,0
cmp_01403,math,Nova,1
cmp_03925,safety,Orion,1
cmp_03925,safety,Nova,0
cmp_00279,coding,Orion,1
cmp_00279,coding,Zenith,0
cmp_00858,coding,Nova,1
cmp_00858,coding,Zenith,0
cmp_02324,math,Pulse,0
cmp_02324,math,Zenith,1
cmp_01627,math,Orion,1
cmp_01627,math,Nimbus,0
cmp_03624,reasoning,Pulse,0
cmp_03624,reasoning,Nimbus,1
cmp_01321,math,Orion,0
cmp_01321,math,Astra,1
cmp_02789,reasoning,Orion,1
cmp_02789,reasoning,Zenith,0
cmp_01382,math,Orion,0
cmp_01382,math,Nova,1
cmp_04852,safety,Pulse,1
cmp_04852,safety,Zenith,0
cmp_04947,safety,Pulse,1
cmp_04947,safety,Nimbus,0
cmp_00479,coding,Astra,0
cmp_00479,coding,Nova,1
cmp_01477,math,Orion,1
cmp_01477,math,Pulse,0
cmp_04113,safety,Orion,0
cmp_04113,safety,Zenith,1
cmp_01335,math,Orion,0
cmp_01335,math,Astra,1
cmp_01742,math,Astra,1
cmp_01742,math,Nova,0
cmp_00786,coding,Nova,1
cmp_00786,coding,Pulse,0
cmp_02371,math,Pulse,1
cmp_02371,math,Nimbus,0
cmp_01631,math,Orion,1
cmp_01631,math,Nimbus,0
cmp_00968,coding,Nova,1
cmp_00968,coding,Nimbus,0
cmp_00014,coding,Orion,1
cmp_00014,coding,Astra,0
cmp_01365,math,Orion,1
cmp_01365,math,Nova,0
cmp_03778,reasoning,Zenith,0
cmp_03778,reasoning,Nimbus,1
cmp_00869,coding,Nova,0
cmp_00869,coding,Zenith,1
cmp_00600,coding,Astra,1
cmp_00600,coding,Zenith,0
cmp_01989,math,Astra,1
cmp_01989,math,Nimbus,0
cmp_03045,reasoning,Astra,1
cmp_03045,reasoning,Pulse,0
cmp_00626,coding,Astra,1
cmp_00626,coding,Zenith,0
cmp_03877,safety,Orion,0
cmp_03877,safety,Nova,1
cmp_03457,reasoning,Nova,1
cmp_03457,reasoning,Nimbus,0
cmp_00275,coding,Orion,1
cmp_00275,coding,Zenith,0
cmp_04520,safety,Astra,0
cmp_04520,safety,Nimbus,1
cmp_02111,math,Nova,1
cmp_02111,math,Zenith,0
cmp_00083,coding,Orion,1
cmp_00083,coding,Astra,0
cmp_03532,reasoning,Pulse,1
cmp_03532,reasoning,Zenith,0
cmp_00159,coding,Orion,1
cmp_00159,coding,Nova,0
cmp_00261,coding,Orion,0
cmp_00261,coding,Zenith,1
cmp_00221,coding,Orion,1
cmp_00221,coding,Pulse,0
cmp_00560,coding,Astra,0
cmp_00560,coding,Pulse,1
cmp_03347,reasoning,Nova,0
cmp_03347,reasoning,Pulse,1
cmp_00916,coding,Nova,1
cmp_00916,coding,Zenith,0
cmp_00177,coding,Orion,1
cmp_00177,coding,Pulse,0
cmp_03417,reasoning,Nova,1
cmp_03417,reasoning,Zenith,0
cmp_04805,safety,Pulse,1
cmp_04805,safety,Zenith,0
cmp_00558,coding,Astra,1
cmp_00558,coding,Pulse,0
cmp_03104,reasoning,Astra,1
cmp_03104,reasoning,Pulse,0
cmp_03934,safety,Orion,0
cmp_03934,safety,Nova,1
cmp_04083,safety,Orion,1
cmp_04083,safety,Zenith,0
cmp_03551,reasoning,Pulse,0
cmp_03551,reasoning,Zenith,1
cmp_04931,safety,Pulse,1
cmp_04931,safety,Nimbus,0
cmp_01402,math,Orion,1
cmp_01402,math,Nova,0
cmp_03528,reasoning,Nova,0
cmp_03528,reasoning,Nimbus,1
cmp_04982,safety,Zenith,1
cmp_04982,safety,Nimbus,0
cmp_04322,safety,Astra,1
cmp_04322,safety,Pulse,0
cmp_04217,safety,Astra,1
cmp_04217,safety,Nova,0
cmp_02842,reasoning,Orion,1
cmp_02842,reasoning,Zenith,0
cmp_02097,math,Nova,1
cmp_02097,math,Pulse,0
cmp_03767,reasoning,Zenith,1
cmp_03767,reasoning,Nimbus,0
cmp_03872,safety,Orion,1
cmp_03872,safety,Nova,0
cmp_02529,reasoning,Orion,1
cmp_02529,reasoning,Astra,0
cmp_03373,reasoning,Nova,1
cmp_03373,reasoning,Zenith,0
cmp_01636,math,Orion,1
cmp_01636,math,Nimbus,0
cmp_01193,coding,Zenith,1
cmp_01193,coding,Nimbus,0
cmp_03086,reasoning,Astra,1
cmp_03086,reasoning,Pulse,0
cmp_03829,safety,Orion,0
cmp_03829,safety,Astra,1
cmp_00906,coding,Nova,0
cmp_00906,coding,Zenith,1
cmp_00122,coding,Orion,1
cmp_00122,coding,Nova,0
cmp_03109,reasoning,Astra,1
cmp_03109,reasoning,Zenith,0
cmp_04266,safety,Astra,0
cmp_04266,safety,Nova,1
cmp_04164,safety,Orion,1
cmp_04164,safety,Nimbus,0
cmp_04593,safety,Nova,1
cmp_04593,safety,Pulse,0
cmp_01949,math,Astra,1
cmp_01949,math,Nimbus,0
cmp_02415,math,Pulse,1
cmp_02415,math,Nimbus,0
cmp_03579,reasoning,Pulse,1
cmp_03579,reasoning,Zenith,0
cmp_00437,coding,Astra,0
cmp_00437,coding,Nova,1
cmp_04191,safety,Orion,1
cmp_04191,safety,Nimbus,0
cmp_02961,reasoning,Astra,1
cmp_02961,reasoning,Nova,0
cmp_04453,safety,Astra,1
cmp_04453,safety,Nimbus,0
cmp_01001,coding,Nova,1
cmp_01001,coding,Nimbus,0
cmp_04203,safety,Astra,1
cmp_04203,safety,Nova,0
cmp_04743,safety,Nova,0
cmp_04743,safety,Nimbus,1
cmp_02547,reasoning,Orion,0
cmp_02547,reasoning,Astra,1
cmp_03221,reasoning,Astra,1
cmp_03221,reasoning,Nimbus,0
cmp_04122,safety,Orion,1
cmp_04122,safety,Nimbus,0
cmp_02765,reasoning,Orion,1
cmp_02765,reasoning,Pulse,0
cmp_03101,reasoning,Astra,0
cmp_03101,reasoning,Pulse,1
cmp_01711,math,Astra,0
cmp_01711,math,Nova,1
cmp_01530,math,Orion,1
cmp_01530,math,Zenith,0
cmp_01352,math,Orion,1
cmp_01352,math,Nova,0
cmp_00012,coding,Orion,1
cmp_00012,coding,Astra,0
cmp_03993,safety,Orion,1
cmp_03993,safety,Pulse,0
cmp_01485,math,Orion,1
cmp_01485,math,Pulse,0
cmp_03876,safety,Orion,0
cmp_03876,safety,Nova,1
cmp_00024,coding,Orion,1
cmp_00024,coding,Astra,0
cmp_04215,safety,Astra,0
cmp_04215,safety,Nova,1
cmp_01217,coding,Zenith,0
cmp_01217,coding,Nimbus,1
cmp_01983,math,Astra,0
cmp_01983,math,Nimbus,1
cmp_00705,coding,Astra,1
cmp_00705,coding,Nimbus,0
cmp_04241,safety,Astra,1
cmp_04241,safety,Nova,0
cmp_02692,reasoning,Orion,1
cmp_02692,reasoning,Pulse,0
cmp_05002,safety,Zenith,1
cmp_05002,safety,Nimbus,0
cmp_02395,math,Pulse,1
cmp_02395,math,Nimbus,0
cmp_04285,safety,Astra,1
cmp_04285,safety,Pulse,0
cmp_03364,reasoning,Nova,1
cmp_03364,reasoning,Zenith,0
cmp_00945,coding,Nova,1
cmp_00945,coding,Nimbus,0
cmp_03287,reasoning,Nova,0
cmp_03287,reasoning,Pulse,1
cmp_04764,safety,Nova,0
cmp_04764,safety,Nimbus,1
cmp_03244,reasoning,Astra,1
cmp_03244,reasoning,Nimbus,0
cmp_04357,safety,Astra,1
cmp_04357,safety,Pulse,0
cmp_02795,reasoning,Orion,1
cmp_02795,reasoning,Zenith,0
cmp_01528,math,Orion,0
